UserName,Name,Category,Followers,Post Created Date,Post Created Time,Following,Likes,Total Interactions,Views,Comments,Number of Post,Posts,Type of Post,Likes Disabled,Views Disabled,Latest Post URL,Link
shakira,Shakira,Musician/band,87246981,2023-05-22,04:23:33,159,22007395,22245838,9182090,238443,2102,"Yes, at my age and still sit on my mom’s lap!, Continuamos la construcción en Villas de Aranjuez de nuestra escuela Pies Descalzos @fpiesdescalzos, You want thingamabobs? I got twenty…, Let’s go @miamiheat! tonight is the night!, Esta es la situación en La Guajira. Construyendo nuevas aulas en este colegio en Maicao de la mano de @educationaboveall_eaa para atender a 300 niños más… Tanto por hacer!!, Nice to be back in Barcelona!, Una sonrisa tuya es mi debilidad., Jamming to #acrostico, @bizarrap, Esta linda niña guajira que lleva nuestra bandera puesta pertenece a un colegio en Uribia para 1200 niños que no dispone de baños, aulas, comedor y cocina. 
Estaremos construyendo con @fpiesdescalzos aquí, un nuevo módulo con todo lo que necesitan. Seguimos trabajando y pedimos más esfuerzos al gobierno y al sector privado para que nuestros niños puedan obtener una educación digna y un futuro mucho mejor que su presente., Si no hay olas se hacen!, Let’s go Heat! 🏀",video,False,False,https://instagram.com/p/CtcSjtouuo0,https://instagram.com/shakira
