UserName,Name,Category,Followers,Post Created Date,Post Created Time,Following,Likes,Total Interactions,Views,Comments,Number of Post,Posts,Link
neymarjr,NJ 🇧🇷,Athlete,208578115,2023-04-26,00:27:25,1720,47312807,47314297,0,1490,5445,"[""I'll come back stronger 🙏"", '3.1 TURBO 🎉', '🛳️ De 26 a 29 de dezembro de 2023 acontecerá a primeira edição do cruzeiro @neyemaltomar e você não pode ficar de fora dessa!\n\nSerão três dias e três noites de muita ousadia e alegria, repleto de atrações imperdíveis e shows inesquecíveis para fãs de todas as idades.\n\nO navio sairá do porto de Santos/SP com destino a Búzios/RJ, conhecida por todo o seu charme e suas belíssimas praias. 🌴\n\n🎟️ Garanta já a sua cabine e prepare-se para viver essa experiência em alto mar com um dos maiores ídolos do futebol.\n\nVendas exclusivas:\nwww.neyemaltomar.com.br\n(Link na bio)\n\n#NeyemAltoMar #CruzeiroNeymar #NavioNeymar #NeymarCruise', 'MVP … \nParabéns irmão ♥️\n@jimmybutler \n\nFaltam 4 … 🔥🏆', 'F1 with @redbull', 'E aí Tubarao cadê a revoada? @imcryansp', 'K e J 🐶', 'Chegou a Promoção Vem Treinar com Neymar Jr!\nÉ a chance de me conhecer e ainda descolar um rolê internacional, só a Above faz isso por você! \n\nO link para participar está lá no perfil da Above. Corre lá! \n \n.\n.\n.\n#SomosTodosAtletas #Above #VemTreinar #NeymarJr #promoção #prêmio', 'Quarta feira verde 💚', '😂🤣♥️', '#Repost @institutoneymarjr \n・・・\nO @neymarjr tem um recado! O 3° Leilão do Instituto Projeto Neymar Jr. vai acontecer no dia 22 de Junho em São Paulo. O evento vai contar com a presença de 900 convidados, \nincluindo atletas, celebridades, influenciadores e empresários. A verba será direcionada para as atividades socioeducativas da nossa instituição e os lotes serão apresentados por celebridades como Sabrina Sato (@sabrinasato), Deborah Secco (@dedesecco), Celso Portiolli (@celsoportiolli), Luciana Gimenez (@lucianagimenez), entre outros. O evento também contará com apoiadores de peso, como o empresário Roberto Justus (@robertoljustus), a cantora Claudia Leitte (@claudialeitte) e os apresentadores Rodrigo Faro (@rodrigofaro) e Patrícia Abravanel (@patriciaabravanel). \n\nConfira mais informações no site oficial do Instituto Neymar Jr! www.institutoneymarjr.org.br | Link direto na bio do INJR.\n\n@neymarjr has a message! The 3rd Auction of Instituto Projeto Neymar Jr. will take place on the 22nd of June in São Paulo. The event will be attended by 900 guests,\nincluding athletes, celebrities, influencers and entrepreneurs. The funds will be directed to our institution’s socio-educational activities and the lots will be presented by celebrities like Sabrina Sato (@sabrinasato), Deborah Secco (@dedesecco), Celso Portiolli (@celsoportiolli), Luciana Gimenez (@lucianagimenez), among others. The event will also feature strong supporters, such as businessman Roberto Justus (@robertoljustus), singer Claudia Leitte (@claudialeitte) and presenters Rodrigo Faro (@rodrigofaro) and Patrícia Abravanel (@patriciaabravanel).\n\nCheck out more information on the official website of Instituto Neymar Jr! www.institutoneymarjr.org.br | Direct link in INJR’s bio.\n\n#institutoprojetoneymarjr #neymarjr #projetosocial #leilãoinjr', 'Que prazer te conhecer craque!\nSou te fã @jorginhooo']",https://instagram.com/neymarjr
